NDEV_0865	K01491
Nmar_0088	K03724
Nmar_0088	K03724
Nmar_0088	K03724
NMSP_0091	K04482
SU86_006705	K04796
T478_0095	K00789
NADRNF5_2193	K02188
T478_0092	K02189
T478_0091	K03795
T478_0089	K06042
VL20_5285	K00558
T478_0090	K02224
NKOR_00135	K19221
NKOR_00130	K03237
T478_0086	K11130
T478_0086	K11130
Nmar_0073	K07158
SU86_006630	K03242
T478_0068	K02991
NADRNF5_2156	K19294
T478_0063	K09118
NKOR_00075	K02683
NSED_00020	K18882
T478_0060	K01151
SU86_006580	K01880
NSED_09930	K01776
NDEV_0079	K05936
NADRNF5_0009	K03394
T478_0053	K02191
T478_0051	K09128
NADRNF5_0015	K10773
NSED_09875	K00958
NDEV_0067	K00390
T478_0041	K07124
T478_0039	K07027
NKOR_09790	K00872
NADRNF5_0028	K06920
NKOR_09775	K01495
SU86_006415	K10026
T478_1483	K11105
NPIRD3C_0281	K03124
T478_0017	K05802
T478_0015	K00948
NADRNF5_0091	K00784
SU86_006120	K09736
NADRNF5_0086	K01975
SU86_006135	K07558
SU86_006140	K07176
NDEV_0012	K09723
T478_1493	K01915
T478_1495	K22447
T478_1497	K00600
NSED_09670	K03768
T478_0001	K10725
NKOR_09545	K17104
Nmar_0010	K13993
T478_1476	K07130
T478_1471	K14165
NADRNF5_0113	K03057
T478_1465	K04802
T478_1464	K00928
T478_1462	K05934
T478_1463	K01866
T478_1453	K03768
NDEV_2062	K00952
T478_1440	K00096
SU86_006330	K00096
SU86_006325	K03433
T478_1437	K07041
T478_1438	K09152
NMSP_0242	K01738
EBS_1928	K23886
T478_1434	K13038
T478_1433	K00606
T478_1432	K09722
T478_1431	K06982
T478_1012	K07006
NKOR_03000	K04566
NPIRD3C_1684	K07739
T478_1006	K01933
T478_1005	K06869
NPIRD3C_1668	K07301
NPIRD3C_1666	K11781
NDEV_0672	K11780
SU86_003150	K11780
T478_0997	K06878
CENSYa_1234	K03120
NMSP_1073	K01265
SU86_003085	K09140
T478_0976	K03294
Nmar_0626	K11212
NADRNF5_1525	K14941
T478_0982	K03113
NKOR_03180	K07143
Nmar_0620	K08979
Nmar_0618	K02035
NPIRD3C_1636	K17830
NKOR_03240	K09120
T478_0543	K00020
T478_0580	K03704
T478_0580	K03704
T478_0237	K07722
NADRNF5_0232	K09817
NPIRD3C_0403	K09816
SU86_002945	K22585
Nmar_0642	K04479
NKOR_03345	K03622
NKOR_03365	K00809
Nmar_0649	K01858
T478_0542	K03529
T478_0546	K01881
NDEV_0751	K01079
NKOR_03420	K12234
T478_0552	K04085
T478_0553	K00384
T478_0555	K22699
T478_0556	K00392
T478_0557	K01011
T478_0877	K06944
T478_0876	K22223
T478_0875	K01887
SU86_002740	K07442
NKOR_03560	K17758
Nmar_0694	K03433
NSED_03605	K00003
T478_0834	K07305
NPIRD3C_1545	K01895
T478_0278	K01737
T478_0583	K03124
NSED_05680	K03524
Nmar_0982	K06929
Nmar_0980	K06942
T478_0825	K01883
NSED_05565	K01916
NPIRD3C_1200	K01251
T478_0821	K01874
NPIRD3C_1205	K00053
T478_0626	K01849
T478_0645	K13722
SU86_001285	K07588
T478_0628	K01848
NPIRD3C_1211	K05606
T478_0636	K01006
T478_0636	K01006
T478_0637	K01803
T478_0638	K15383
T478_0639	K02319
SU86_001390	K01493
T478_0785	K01687
NDEV_1128	K01657
SU86_001580	K01658
T478_0789	K00766
NADRNF5_1091	K01609
T478_0791	K01696
T478_0792	K01695
T478_0794	K01937
T478_0793	K00858
NSED_05145	K00858
T478_0796	K02976
NADRNF5_1078	K17884
Nmar_0925	K01480
T478_0799	K01868
NPIRD3C_1250	K00809
SU86_001470	K09143
NADRNF5_1063	K03014
Nmar_0933	K03622
NMSP_0930	K07108
T478_0813	K01953
NSED_05245	K02548
NMSP_0958	K03769
T478_0782	K02503
NPIRD3C_1314	K03265
NSED_04890	K06863
SU86_001760	K09759
T478_0769	K02433
NKOR_04890	K02434
Ngar_c12680	K00313
Ngar_c12670	K03522
Ngar_c12660	K03521
NSED_05710	K22881
SU86_001140	K03821
NKOR_05620	K05714
NPIRD3C_1337	K07023
NMSP_0817	K01759
SU86_001880	K01754
T478_0747	K01588
SU86_001890	K01589
T478_0741	K00966
T478_0741	K00966
NPIRD3C_1360	K00320
T478_0739	K00626
NADRNF5_1223	K07068
T478_0733	K01733
T478_0732	K03699
NKOR_04585	K00150
NMSP_0787	K01641
T478_0728	K01935
T478_0726	K00833
T478_0725	K01012
NMSP_0779	K00639
NMSP_0768	K03432
NSED_04490	K09142
NADRNF5_1262	K02906
NMSP_0764	K02930
NMSP_0763	K02892
NKOR_04435	K02965
NMSP_0761	K02890
NADRNF5_1267	K02982
NDEV_0935	K02904
CENSYa_0866	K02961
CENSYa_0867	K02874
NKOR_04400	K02895
NKOR_04395	K02987
NKOR_04390	K02931
T478_0704	K02954
NADRNF5_1276	K02994
T478_0702	K02933
