NADRNF5_2213	K01880
NPIRD3C_0834	K05828
NPIRD3C_0835	K05829
NPIRD3C_0836	K05827
NKOR_07265	K05826
NPIRD3C_0838	K01940
NPIRD3C_0839	K02051
NPIRD3C_0840	K02049
NPIRD3C_0841	K02050
NPIRD3C_0845	K00548
NPIRD3C_0846	K00548
NPIRD3C_0849	K02924
NPIRD3C_0851	K03531
NPIRD3C_0852	K15865
NPIRD3C_0853	K01744
NPIRD3C_0854	K00368
NPIRD3C_0855	K00058
NPIRD3C_0859	K02877
NPIRD3C_0864	K03546
NPIRD3C_0865	K03547
NPIRD3C_0866	K06915
NPIRD3C_0870	K06989
NPIRD3C_0871	K03517
NPIRD3C_0874	K00767
NPIRD3C_0875	K03050
NPIRD3C_0876	K03049
NPIRD3C_0877	K03593
NPIRD3C_0878	K09735
NPIRD3C_0880	K15987
NPIRD3C_0883	K13993
NPIRD3C_0884	K06869
NPIRD3C_0888	K09143
NPIRD3C_0889	K21140
NPIRD3C_0891	K02257
NPIRD3C_0894	K03232
NPIRD3C_0902	K04794
NPIRD3C_0903	K18235
NPIRD3C_0904	K06176
NPIRD3C_0912	K13953
NPIRD3C_0914	K06888
NPIRD3C_0921	K07006
NSED_00455	K03183
NPIRD3C_0927	K05592
NPIRD3C_0930	K02626
NPIRD3C_0933	K08602
NPIRD3C_0936	K01507
NPIRD3C_0943	K06940
NKOR_06690	K02927
NPIRD3C_0964	K01902
NPIRD3C_0965	K01903
NPIRD3C_0968	K01870
NPIRD3C_0969	K01945
NPIRD3C_0970	K01934
NPIRD3C_0971	K01491
NPIRD3C_0974	K11175
NPIRD3C_0991	K03497
NPIRD3C_0994	K07577
NPIRD3C_0996	K11529
NPIRD3C_0997	K18602
NPIRD3C_0998	K14728
NPIRD3C_1002	K07005
NPIRD3C_1003	K03702
NPIRD3C_1004	K03701
NPIRD3C_1005	K03703
NPIRD3C_1009	K01647
NPIRD3C_1011	K07462
NPIRD3C_1012	K15977
NPIRD3C_1015	K07006
NPIRD3C_1019	K01480
NPIRD3C_1020	K00294
NPIRD3C_1021	K00318
NPIRD3C_1024	K06075
NPIRD3C_1028	K23356
NPIRD3C_1032	K07767
NPIRD3C_1033	K01956
NPIRD3C_1034	K01955
NPIRD3C_1035	K06953
NPIRD3C_1039	K02122
NPIRD3C_1040	K00008
NPIRD3C_1041	K08321
NPIRD3C_1043	K01652
NPIRD3C_1044	K01653
NPIRD3C_1045	K01649
NPIRD3C_1046	K00052
NPIRD3C_1051	K09759
NPIRD3C_1053	K02031
NPIRD3C_1057	K03652
NPIRD3C_1058	K21929
NPIRD3C_1059	K03568
NPIRD3C_1061	K03413
NPIRD3C_1062	K06865
NPIRD3C_1066	K09005
NPIRD3C_1068	K07090
NPIRD3C_1075	K03124
NPIRD3C_1087	K03308
NPIRD3C_1089	K03497
NPIRD3C_1095	K01652
NPIRD3C_1106	K01921
NPIRD3C_1107	K03284
NPIRD3C_1108	K10716
NPIRD3C_1109	K00681
NPIRD3C_1117	K01170
NPIRD3C_1119	K10747
NPIRD3C_1121	K01622
NPIRD3C_1122	K03231
NSED_06085	K02946
NPIRD3C_1124	K03059
NPIRD3C_1127	K22226
NPIRD3C_1132	K15016
NPIRD3C_1135	K02503
NPIRD3C_1144	K01845
NPIRD3C_1153	K07304
NPIRD3C_1154	K05714
NPIRD3C_1157	K03821
NPIRD3C_1158	K22881
NPIRD3C_1160	K07101
NPIRD3C_1161	K03124
NPIRD3C_1164	K03524
NPIRD3C_1166	K06929
NPIRD3C_1168	K06942
NPIRD3C_1170	K03124
NPIRD3C_1175	K10027
NPIRD3C_1176	K22491
NPIRD3C_1178	K02016
NPIRD3C_1179	K22585
NPIRD3C_1182	K09149
NPIRD3C_1188	K01669
NPIRD3C_1197	K01883
NPIRD3C_1198	K01916
NPIRD3C_1199	K05710
NPIRD3C_1200	K01251
NPIRD3C_1201	K01874
NPIRD3C_1204	K00952
NPIRD3C_1205	K00053
NPIRD3C_1206	K01849
NPIRD3C_1207	K13722
NPIRD3C_1209	K07588
NPIRD3C_1210	K01848
NPIRD3C_1211	K05606
NPIRD3C_1213	K01006
NPIRD3C_1214	K01803
NPIRD3C_1224	K15383
NPIRD3C_1225	K02319
NPIRD3C_1226	K01493
NPIRD3C_1231	K03769
NPIRD3C_1239	K02548
NPIRD3C_1243	K01953
NPIRD3C_1244	K07108
NPIRD3C_1245	K03622
NPIRD3C_1246	K03014
NPIRD3C_1247	K09143
NPIRD3C_1248	K02975
NPIRD3C_1250	K00809
NPIRD3C_1252	K01868
NPIRD3C_1253	K01480
NPIRD3C_1254	K17884
Nmar_0923	K02976
NPIRD3C_1258	K00858
NPIRD3C_1259	K01937
NPIRD3C_1264	K01695
NPIRD3C_1265	K01696
NPIRD3C_1266	K01609
NPIRD3C_1267	K00766
NPIRD3C_1268	K01658
NPIRD3C_1269	K01657
NPIRD3C_1305	K03722
NPIRD3C_1310	K01687
NPIRD3C_1313	K02503
NPIRD3C_1314	K03265
NPIRD3C_1321	K02044
NPIRD3C_1322	K02041
NPIRD3C_1323	K02042
NPIRD3C_1324	K06863
NPIRD3C_1327	K09759
NPIRD3C_1329	K02433
NPIRD3C_1330	K02434
NPIRD3C_1332	K01895
NPIRD3C_1337	K07023
NPIRD3C_1338	K00798
NPIRD3C_1346	K01759
NPIRD3C_1350	K01768
NPIRD3C_1352	K01754
NPIRD3C_1353	K01588
NPIRD3C_1354	K01589
NPIRD3C_1358	K00966
NPIRD3C_1360	K00320
NPIRD3C_1361	K00626
NPIRD3C_1362	K07068
NPIRD3C_1369	K01733
NPIRD3C_1370	K03699
NPIRD3C_1371	K00150
NPIRD3C_1374	K01641
NPIRD3C_1379	K01935
NPIRD3C_1380	K00833
NPIRD3C_1382	K03497
NPIRD3C_1384	K20989
NPIRD3C_1388	K03190
NPIRD3C_1389	K03189
NPIRD3C_1390	K03188
NPIRD3C_1391	K03187
NPIRD3C_1392	K01430
NPIRD3C_1393	K01429
NPIRD3C_1394	K01428
NPIRD3C_1395	K20989
NPIRD3C_1401	K01012
NPIRD3C_1402	K00639
NPIRD3C_1404	K06196
NPIRD3C_1409	K09738
NPIRD3C_1410	K03432
NPIRD3C_1411	K09142
NPIRD3C_1412	K02906
NPIRD3C_1413	K02930
NPIRD3C_1414	K02892
NPIRD3C_1415	K02965
NPIRD3C_1416	K02890
NPIRD3C_1417	K02982
NPIRD3C_1418	K02904
NPIRD3C_1419	K03538
NPIRD3C_1420	K02961
NPIRD3C_1421	K02874
NPIRD3C_1422	K02895
NPIRD3C_1423	K02987
NPIRD3C_1424	K02931
NKOR_04385	K02954
NPIRD3C_1426	K02994
NPIRD3C_1427	K02933
NPIRD3C_1439	K01923
NPIRD3C_1442	K00764
NPIRD3C_1443	K23269
NPIRD3C_1444	K23265
NPIRD3C_1446	K23264
NPIRD3C_1450	K03118
NKOR_04255	K03116
NPIRD3C_1453	K03186
NPIRD3C_1455	K06863
NPIRD3C_1462	K03498
NPIRD3C_1475	K00588
NPIRD3C_1491	K03234
NPIRD3C_1493	K11785
NPIRD3C_1498	K18285
NPIRD3C_1507	K00104
NPIRD3C_1512	K04564
NPIRD3C_1516	K07159
NPIRD3C_1520	K00537
NPIRD3C_1523	K02033
NPIRD3C_1524	K02034
NPIRD3C_1535	K19286
NPIRD3C_1538	K03622
NPIRD3C_1543	K04799
NPIRD3C_1545	K01895
NPIRD3C_1549	K07305
NPIRD3C_1550	K00003
NPIRD3C_1552	K03433
NPIRD3C_1553	K15977
NPIRD3C_1555	K17758
NPIRD3C_1556	K07442
NPIRD3C_1561	K03124
NPIRD3C_1564	K03236
NPIRD3C_1566	K03699
NPIRD3C_1567	K10716
NPIRD3C_1571	K03839
NPIRD3C_1575	K01887
NPIRD3C_1576	K22223
NPIRD3C_1578	K06944
NPIRD3C_1582	K01011
NPIRD3C_1583	K00392
NPIRD3C_1584	K22699
NPIRD3C_1590	K14445
NPIRD3C_1593	K00024
NPIRD3C_1600	K00384
NPIRD3C_1603	K12339
NPIRD3C_1604	K04085
NPIRD3C_1606	K12234
NPIRD3C_1607	K01079
NPIRD3C_1609	K01881
NPIRD3C_1612	K18911
NPIRD3C_1614	K03529
NPIRD3C_1615	K13566
NPIRD3C_1616	K01858
NPIRD3C_1617	K00809
NPIRD3C_1618	K06869
NPIRD3C_1623	K04479
NPIRD3C_1631	K00020
NPIRD3C_1633	K09120
NPIRD3C_1636	K17830
NPIRD3C_1641	K11212
NPIRD3C_1642	K14941
NKOR_03195	K03124
NPIRD3C_1645	K03113
NPIRD3C_1646	K07143
NPIRD3C_1648	K08979
NPIRD3C_1650	K02035
NPIRD3C_1651	K09140
NPIRD3C_1654	K01265
NPIRD3C_1657	K03120
NPIRD3C_1658	K06878
NPIRD3C_1665	K11780
NPIRD3C_1666	K11781
NPIRD3C_1667	K03592
NPIRD3C_1668	K07301
NPIRD3C_1670	K03320
NPIRD3C_1671	K04751
NPIRD3C_1673	K04751
NPIRD3C_1675	K00812
NPIRD3C_1679	K06869
NPIRD3C_1680	K01933
NPIRD3C_1684	K07739
NPIRD3C_1685	K04566
NPIRD3C_1688	K07006
NPIRD3C_1694	K02217
NPIRD3C_1697	K01246
NPIRD3C_1703	K19694
NPIRD3C_1713	K09866
NPIRD3C_1714	K03564
NPIRD3C_1719	K03182
NPIRD3C_1720	K11784
NPIRD3C_1721	K16306
NPIRD3C_1722	K11646
NPIRD3C_1723	K03785
NPIRD3C_1724	K00014
NPIRD3C_1725	K00891
NPIRD3C_1726	K00800
NPIRD3C_1727	K01736
NPIRD3C_1728	K00812
NPIRD3C_1729	K04517
NPIRD3C_1730	K03574
NPIRD3C_1731	K03147
NPIRD3C_1734	K21219
NPIRD3C_1735	K00966
NPIRD3C_1736	K00621
NPIRD3C_1738	K00965
NPIRD3C_1739	K15635
NPIRD3C_1740	K09763
NPIRD3C_1742	K02977
NPIRD3C_1744	K07583
NPIRD3C_1745	K03106
NPIRD3C_1746	K06927
NPIRD3C_1747	K03263
NPIRD3C_1751	K03704
NPIRD3C_1752	K03236
NPIRD3C_1753	K06940
NPIRD3C_1754	K13953
NPIRD3C_1755	K05896
NPIRD3C_1757	K06024
NPIRD3C_1758	K02995
NPIRD3C_1759	K03105
NPIRD3C_1761	K03124
NPIRD3C_1762	K09013
NPIRD3C_1766	K22225
Nmar_0511	K24866
Nmar_0511	K24866
NPIRD3C_1769	K02492
NPIRD3C_1770	K01698
NPIRD3C_1773	K06950
NPIRD3C_1780	K00927
NPIRD3C_1782	K04488
NPIRD3C_1783	K11717
NPIRD3C_1785	K09015
NPIRD3C_1786	K09014
NPIRD3C_1788	K01719
NPIRD3C_1789	K02303
NPIRD3C_1790	K01749
NPIRD3C_1791	K01845
NPIRD3C_1795	K06188
NPIRD3C_1796	K03741
NPIRD3C_1797	K03892
NPIRD3C_1799	K07086
NPIRD3C_1800	K02039
NPIRD3C_1801	K02036
NPIRD3C_1802	K02038
NPIRD3C_1803	K02037
NPIRD3C_1807	K02040
NPIRD3C_1809	K01992
NPIRD3C_1810	K01990
NPIRD3C_1820	K14741
NPIRD3C_1831	K07458
NPIRD3C_1832	K00558
NPIRD3C_1840	K06996
NPIRD3C_1902	K06893
NPIRD3C_1909	K01170
NPIRD3C_1910	K02866
NPIRD3C_1913	K03455
NPIRD3C_1919	K01011
NPIRD3C_1920	K00858
NPIRD3C_1921	K07060
NPIRD3C_1925	K10848
NPIRD3C_1926	K04798
NPIRD3C_1928	K02921
NPIRD3C_1929	K12589
NPIRD3C_1930	K11600
NPIRD3C_1931	K03679
NPIRD3C_1932	K14574
NPIRD3C_1934	K03047
NPIRD3C_1935	K02883
NPIRD3C_1936	K02871
Nmar_0425	K02996
NPIRD3C_1938	K00966
NPIRD3C_1939	K01704
NPIRD3C_1940	K01703
NPIRD3C_1941	K01704
NPIRD3C_1942	K01703
NPIRD3C_1948	K00175
NPIRD3C_1949	K00174
NPIRD3C_1951	K00015
NPIRD3C_1954	K15736
NPIRD3C_1960	K11131
NPIRD3C_1961	K00945
NPIRD3C_1963	K00939
NPIRD3C_1964	K03076
NPIRD3C_1965	K02876
NPIRD3C_1966	K02907
NPIRD3C_1967	K02988
NPIRD3C_1968	K02881
NPIRD3C_1969	K00611
NPIRD3C_1971	K03110
NPIRD3C_1972	K04797
NPIRD3C_1973	K04564
NPIRD3C_1974	K14647
NPIRD3C_1975	K01610
NPIRD3C_1976	K02912
NPIRD3C_1977	K02885
NPIRD3C_1979	K00567
NPIRD3C_1980	K09716
NPIRD3C_1981	K07342
NPIRD3C_1982	K02601
NPIRD3C_1983	K02867
NPIRD3C_1986	K03718
NPIRD3C_1991	K07332
NPIRD3C_1992	K07333
NPIRD3C_1993	K07333
NPIRD3C_2000	K23255
NPIRD3C_2005	K07991
NPIRD3C_2007	K02863
NPIRD3C_2008	K02864
NPIRD3C_2011	K07301
NPIRD3C_2013	K02869
NPIRD3C_2020	K01872
NPIRD3C_2021	K01869
NPIRD3C_2022	K21929
NPIRD3C_2025	K04047
NPIRD3C_2037	K09149
NPIRD3C_2038	K03651
NPIRD3C_2039	K00030
NPIRD3C_2040	K02493
NPIRD3C_2041	K02528
NPIRD3C_2042	K07572
NPIRD3C_2044	K02889
NPIRD3C_2045	K06941
NPIRD3C_2046	K07025
NPIRD3C_2047	K04483
NPIRD3C_2048	K02983
NPIRD3C_2050	K02823
NPIRD3C_2051	K17828
NPIRD3C_2052	K14564
NPIRD3C_2053	K04795
NPIRD3C_2054	K03470
NPIRD3C_2055	K00555
NPIRD3C_2056	K02427
NPIRD3C_2061	K00759
NPIRD3C_2062	K00772
NPIRD3C_2068	K03166
NPIRD3C_2069	K03167
NPIRD3C_2070	K06961
NPIRD3C_2071	K07178
NPIRD3C_2072	K09148
NPIRD3C_2073	K03238
NPIRD3C_2076	K08975
NPIRD3C_2077	K15888
NPIRD3C_2078	K01518
NPIRD3C_2079	K01591
NPIRD3C_2081	K01939
NPIRD3C_2087	K00368
NPIRD3C_2093	K07566
NPIRD3C_2094	K06963
NPIRD3C_2097	K03424
NPIRD3C_2098	K24450
NPIRD3C_2108	K00946
NPIRD3C_2110	K02948
NPIRD3C_2113	K14415
NPIRD3C_2116	K01756
NPIRD3C_2117	K01953
NPIRD3C_2118	K01724
NPIRD3C_2119	K01737
NPIRD3C_2120	K01873
NPIRD3C_2123	K13993
NPIRD3C_2124	K08681
NPIRD3C_2125	K06215
NPIRD3C_2127	K01681
NPIRD3C_2133	K01890
NPIRD3C_2134	K01889
NPIRD3C_2135	K01867
NPIRD3C_2139	K02201
NPIRD3C_2146	K06223
Nmar_1500	K10944
NPIRD3C_2149	K10946
NPIRD3C_2150	K10945
NPIRD3C_2155	K02956
NPIRD3C_2156	K07462
NPIRD3C_2158	K01875
NPIRD3C_2159	K02984
NPIRD3C_2160	K07581
NPIRD3C_2162	K04748
NPIRD3C_2164	K01738
NPIRD3C_2166	K03120
NPIRD3C_2171	K04751
NPIRD3C_2173	K05540
NPIRD3C_0002	K15449
NPIRD3C_0003	K02428
NPIRD3C_0004	K08851
NPIRD3C_0006	K01409
NPIRD3C_0007	K06942
NPIRD3C_0008	K18532
NPIRD3C_0009	K18779
NPIRD3C_0012	K07577
NPIRD3C_0013	K03660
NPIRD3C_0016	K00412
NPIRD3C_0017	K15878
NPIRD3C_0021	K01784
NPIRD3C_0028	K09690
NPIRD3C_0036	K18430
NPIRD3C_0038	K01845
NPIRD3C_0046	K03273
NPIRD3C_0047	K03271
NPIRD3C_0048	K07031
NPIRD3C_0049	K00067
NPIRD3C_0052	K00059
NPIRD3C_0057	K01790
NPIRD3C_0059	K00978
NPIRD3C_0064	K13010
NPIRD3C_0067	K22278
NPIRD3C_0068	K00997
NPIRD3C_0070	K02078
NPIRD3C_0071	K17865
NPIRD3C_0072	K00059
NPIRD3C_0074	K01711
NPIRD3C_0076	K15916
NPIRD3C_0080	K21029
NPIRD3C_0081	K01733
NPIRD3C_0083	K01496
NPIRD3C_0084	K02500
NPIRD3C_0085	K01814
NPIRD3C_0086	K02501
NPIRD3C_0087	K01693
NPIRD3C_0089	K00817
NPIRD3C_0090	K00013
NPIRD3C_0091	K00765
NPIRD3C_0092	K00054
NPIRD3C_0096	K01791
NPIRD3C_0104	K06937
NPIRD3C_0105	K23356
NPIRD3C_0106	K03709
NPIRD3C_0110	K06965
NPIRD3C_0111	K03926
NPIRD3C_0116	K01512
NPIRD3C_0117	K02886
NPIRD3C_0118	K13525
NPIRD3C_0119	K09482
NPIRD3C_0120	K03330
NPIRD3C_0122	K05967
NPIRD3C_0123	K03686
NPIRD3C_0124	K04043
NPIRD3C_0125	K03687
NPIRD3C_0128	K09726
NPIRD3C_0130	K01992
NPIRD3C_0131	K01990
NPIRD3C_0133	K03724
NPIRD3C_0135	K04482
NPIRD3C_0136	K04796
NPIRD3C_0137	K00789
NPIRD3C_0139	K02188
NPIRD3C_0140	K02189
NPIRD3C_0141	K03795
NPIRD3C_0142	K06042
NPIRD3C_0143	K02224
NPIRD3C_0144	K19221
NPIRD3C_0145	K03237
Nmar_0076	K11130
NPIRD3C_0146	K07151
NPIRD3C_0148	K07158
NPIRD3C_0149	K03242
NPIRD3C_0150	K02991
NPIRD3C_0153	K01951
NPIRD3C_0154	K09118
NPIRD3C_0155	K02683
NPIRD3C_0156	K18882
NPIRD3C_0157	K01151
NPIRD3C_0158	K01880
NPIRD3C_0162	K09810
NPIRD3C_0163	K09808
NPIRD3C_0165	K01515
NPIRD3C_0167	K06982
NPIRD3C_0168	K09722
NPIRD3C_0169	K00606
NPIRD3C_0170	K13038
NPIRD3C_0174	K01262
NPIRD3C_0175	K00566
NPIRD3C_0177	K07041
NPIRD3C_0178	K03433
NPIRD3C_0179	K00096
NPIRD3C_0182	K00952
NPIRD3C_0183	K01974
NPIRD3C_0184	K07245
NPIRD3C_0186	K04719
NPIRD3C_0190	K03768
NPIRD3C_0197	K00577
NPIRD3C_0198	K13010
NPIRD3C_0202	K01866
NPIRD3C_0203	K05934
NPIRD3C_0205	K00928
NPIRD3C_0206	K04802
NPIRD3C_0207	K03057
NPIRD3C_0212	K14165
NPIRD3C_0213	K07130
NPIRD3C_0215	K11717
NPIRD3C_0224	K22736
NPIRD3C_0225	K03294
NPIRD3C_0227	K01915
NPIRD3C_0229	K05802
NPIRD3C_0230	K00948
NPIRD3C_0231	K07446
NPIRD3C_0232	K00784
NPIRD3C_0233	K12410
NPIRD3C_0235	K09736
NPIRD3C_0237	K01975
NPIRD3C_0238	K07558
NPIRD3C_0239	K07176
NPIRD3C_0241	K17218
NPIRD3C_0245	K09723
NPIRD3C_0246	K01915
NPIRD3C_0248	K22447
NPIRD3C_0249	K00600
NPIRD3C_0250	K02322
NPIRD3C_0251	K17104
NADRNF5_0975	K22585
NADRNF5_0975	K22585
NADRNF5_0974	K02016
NMY3_03239	K03809
Nmar_0979	K03124
NADRNF5_0966	K01669
NADRNF5_0962	K22491
NADRNF5_0956	K06942
NADRNF5_0956	K06942
NADRNF5_0954	K06929
NADRNF5_0952	K03524
NADRNF5_0949	K03124
Nmar_0988	K07101
NADRNF5_0945	K22881
NADRNF5_0944	K03821
NADRNF5_0941	K05714
NADRNF5_0939	K07304
NADRNF5_0939	K07304
NADRNF5_0925	K01845
NADRNF5_0906	K02503
NADRNF5_0903	K15016
NADRNF5_0898	K03059
NSED_06085	K02946
NADRNF5_0896	K03231
NADRNF5_0895	K01622
NADRNF5_0895	K01622
NADRNF5_0892	K10747
NADRNF5_0891	K07220
NADRNF5_0890	K01170
NADRNF5_0885	K07090
NADRNF5_0885	K07090
NADRNF5_0883	K09005
NADRNF5_0879	K06865
NADRNF5_0879	K06865
NADRNF5_0878	K03413
NADRNF5_0876	K07678
NADRNF5_0874	K03568
NADRNF5_0873	K21929
NADRNF5_0872	K03652
NADRNF5_0868	K02031
NADRNF5_0866	K09759
NADRNF5_0862	K00052
NPIRD3C_1046	K00052
NADRNF5_0861	K01649
NADRNF5_0860	K01653
NADRNF5_0859	K01652
NADRNF5_0859	K01652
NADRNF5_0857	K08321
NADRNF5_0856	K00008
NADRNF5_0855	K02122
NADRNF5_0851	K06953
NADRNF5_0850	K01955
NADRNF5_0849	K01956
NADRNF5_0849	K01956
NADRNF5_0845	K23356
NADRNF5_0844	K03413
NADRNF5_0842	K07463
NADRNF5_0840	K01647
NADRNF5_0836	K13280
NADRNF5_0820	K23356
NADRNF5_0819	K07325
NADRNF5_0817	K07325
NADRNF5_0816	K07325
SU86_005585	K07325
SU86_005585	K07325
SU86_005585	K07325
NADRNF5_0816	K07325
NADRNF5_0816	K07325
NADRNF5_0815	K07325
NADRNF5_0814	K07325
NADRNF5_0812	K07330
NADRNF5_0811	K07329
NADRNF5_0810	K07331
NADRNF5_0809	K07332
NADRNF5_0809	K07332
NADRNF5_0809	K07332
NADRNF5_0808	K07333
NADRNF5_0807	K03406
NADRNF5_0806	K03408
NADRNF5_0804	K03412
NADRNF5_0804	K03412
NADRNF5_0803	K03407
NADRNF5_0802	K03410
NADRNF5_0801	K00575
NADRNF5_0801	K00575
NADRNF5_0800	K03413
NADRNF5_0797	K03413
NADRNF5_0791	K03885
NADRNF5_0791	K03885
NADRNF5_0786	K03703
NADRNF5_0786	K03703
NMSP_0523	K03701
NADRNF5_0785	K03701
NADRNF5_0785	K03701
NADRNF5_0785	K03701
NADRNF5_0784	K03702
NADRNF5_0784	K03702
NADRNF5_0782	K07005
NADRNF5_0779	K14728
NADRNF5_0779	K14728
NADRNF5_0778	K18602
NADRNF5_0778	K18602
NADRNF5_0777	K11529
NADRNF5_0775	K07577
NADRNF5_0774	K11175
NADRNF5_0771	K01491
NADRNF5_0770	K01934
NADRNF5_0769	K01945
NADRNF5_0768	K01870
NADRNF5_0768	K01870
NADRNF5_0768	K01870
NADRNF5_0765	K01903
NADRNF5_0764	K01902
NMSP_0497	K02927
NADRNF5_0760	K03413
NADRNF5_0755	K01507
NADRNF5_0755	K01507
NADRNF5_0752	K08602
NADRNF5_0752	K08602
NADRNF5_0749	K02626
NADRNF5_0746	K05592
NADRNF5_0735	K06888
NPIRD3C_0914	K06888
NADRNF5_0735	K06888
NPIRD3C_0914	K06888
NADRNF5_0733	K13953
NSED_06825	K06176
NPIRD3C_0904	K06176
NADRNF5_0724	K18235
NADRNF5_0723	K04794
NADRNF5_0722	K17830
NADRNF5_0721	K03232
NADRNF5_0718	K02257
NADRNF5_0716	K21140
NADRNF5_0715	K09143
NADRNF5_0712	K15987
NADRNF5_0710	K09735
NADRNF5_0709	K03593
NADRNF5_0709	K03593
NADRNF5_0708	K03049
NADRNF5_0707	K03050
NADRNF5_0706	K00767
NADRNF5_0704	K03517
NADRNF5_0704	K03517
NADRNF5_0703	K06989
NADRNF5_0703	K06989
NADRNF5_0699	K06915
NADRNF5_0699	K06915
NADRNF5_0698	K03547
NADRNF5_0698	K03547
NADRNF5_0697	K03546
NADRNF5_0697	K03546
NADRNF5_0697	K03546
NADRNF5_0694	K22010
NADRNF5_0690	K02877
NADRNF5_0686	K00058
NPIRD3C_0854	K00368
Nmar_1259	K00368
NADRNF5_0209	K00368
NMSP_0420	K00368
NADRNF5_0684	K01744
NADRNF5_0683	K15865
NADRNF5_0682	K03531
NADRNF5_0681	K02910
NADRNF5_0680	K02924
NSED_07100	K00548
NSED_07100	K00548
NSED_07105	K00548
NADRNF5_0673	K02050
NADRNF5_0672	K02049
NADRNF5_0672	K02049
NADRNF5_0671	K02051
NADRNF5_0670	K01940
NSED_07145	K05826
NADRNF5_0668	K05827
NADRNF5_0668	K05827
NADRNF5_0667	K05829
NADRNF5_0666	K05828
NADRNF5_0665	K05830
NADRNF5_0665	K05830
NADRNF5_0662	K05826
NADRNF5_0661	K05827
NADRNF5_0660	K05831
NADRNF5_0659	K20215
NADRNF5_0658	K14656
NADRNF5_0658	K14656
NADRNF5_0657	K07732
NADRNF5_0657	K07732
NADRNF5_0656	K02316
NADRNF5_0655	K13628
NADRNF5_0652	K15019
NADRNF5_0651	K18594
NADRNF5_0651	K18594
NADRNF5_0626	K00260
NADRNF5_0626	K00260
NPIRD3C_0813	K00260
NADRNF5_0624	K03432
NADRNF5_0623	K03183
NADRNF5_0622	K19576
NADRNF5_0621	K04751
NADRNF5_0620	K03116
NADRNF5_0619	K00571
NADRNF5_0619	K00571
NADRNF5_0618	K06877
NADRNF5_0618	K06877
NADRNF5_0616	K03163
CYFUS_004963	K20276
Nmar_1341	K03124
NPIRD3C_1075	K03124
NADRNF5_0547	K00318
NADRNF5_0546	K00294
NADRNF5_0545	K01480
NADRNF5_0545	K01480
NADRNF5_0534	K06893
NADRNF5_0529	K01915
NADRNF5_0521	K06877
NADRNF5_0521	K06877
NADRNF5_0521	K06877
NADRNF5_0520	K03413
NADRNF5_0515	K03124
NADRNF5_0503	K03651
NADRNF5_0502	K00030
NADRNF5_0501	K02493
NADRNF5_0501	K02493
NADRNF5_0500	K02528
NADRNF5_0500	K02528
NADRNF5_0499	K07572
NADRNF5_0497	K02889
NADRNF5_0496	K06941
NADRNF5_0496	K06941
NADRNF5_0495	K04483
NADRNF5_0493	K02983
NADRNF5_0491	K02823
NADRNF5_0490	K17828
NPIRD3C_2051	K17828
NADRNF5_0490	K17828
NADRNF5_0489	K14564
NADRNF5_0489	K14564
NADRNF5_0488	K04795
NADRNF5_0487	K03470
NADRNF5_0486	K00555
NADRNF5_0486	K00555
NADRNF5_0485	K02427
NADRNF5_0480	K00759
NADRNF5_0480	K00759
NADRNF5_0479	K00772
NPIRD3C_0701	K02044
NPIRD3C_0701	K02044
NPIRD3C_1024	K06075
T478_0996	K03120
NPIRD3C_0773	K00721
NADRNF5_1887	K03413
Oweho_2070	K20276
NADRNF5_2213	K01880
T478_0059	K01880
NADRNF5_2213	K01880
NADRNF5_2212	K01151
NADRNF5_2212	K01151
NADRNF5_2211	K18882
NADRNF5_2211	K18882
NADRNF5_2211	K18882
NADRNF5_2211	K18882
NADRNF5_2210	K02683
NSED_00025	K02683
NADRNF5_2209	K09118
NADRNF5_2209	K09118
NADRNF5_2209	K09118
NADRNF5_2208	K01951
NADRNF5_2208	K01951
NADRNF5_2208	K01951
NADRNF5_2205	K02991
NADRNF5_2204	K03242
NADRNF5_2204	K03242
NADRNF5_2204	K03242
NADRNF5_2204	K03242
NADRNF5_2203	K07158
NADRNF5_2201	K07151
NADRNF5_2201	K07151
NADRNF5_2199	K03237
NADRNF5_2199	K03237
NADRNF5_2198	K19221
NADRNF5_2197	K02224
NADRNF5_2197	K02224
NADRNF5_2196	K06042
NADRNF5_2196	K06042
NADRNF5_2195	K03795
NADRNF5_2194	K02189
NADRNF5_2194	K02189
NADRNF5_2193	K02188
NADRNF5_2193	K02188
NADRNF5_2191	K00789
NADRNF5_2191	K00789
NADRNF5_2190	K04796
NADRNF5_2189	K04482
NADRNF5_2189	K04482
NADRNF5_2187	K03724
NADRNF5_2187	K03724
NADRNF5_2187	K03724
NADRNF5_2187	K03724
NADRNF5_2187	K03724
NADRNF5_2185	K01990
NADRNF5_2184	K01992
NADRNF5_2182	K09726
NADRNF5_2182	K09726
NADRNF5_2180	K03687
NADRNF5_2179	K04043
NADRNF5_2179	K04043
NADRNF5_2178	K03686
NSED_00185	K03686
NADRNF5_2178	K03686
NADRNF5_2177	K05967
NADRNF5_2177	K05967
NADRNF5_2175	K03330
Nmar_0100	K09482
NADRNF5_2173	K13525
NADRNF5_2173	K13525
NADRNF5_2173	K13525
NADRNF5_2172	K02886
NADRNF5_2171	K01512
NMSP_0113	K03926
NADRNF5_2166	K06965
NADRNF5_2166	K06965
NADRNF5_2166	K06965
NSED_00265	K03709
NADRNF5_2162	K03709
NADRNF5_2161	K23356
NADRNF5_2160	K06937
NSED_00275	K06937
NFRAN_0173	K01784
